# init_date: 2026-05-01
# valid_start: 2026-06-01
# valid_end: 2026-06-30
# forecast_source: seas5_operational_2026
# forecast_system_version: SEAS5
# n_ensemble_members: 25
# observation_dataset: chirps_obs
# climatology_period: obs_1993_2025
# index_definition: Rainfall total (mm): ensemble mean/median/sd/quantiles, anomaly vs. climatology
# bias_correction_method: QDM (applied upstream by data provider, prior to ingestion)
# processing_date: 2026-07-20T22:29:18.821045+00:00
# software_version: 0.1.0-phase1
# no_rain_threshold_mm: 1.0
# spatial_resolution_deg: 0.25
# ensemble_statistic: mean
lat,lon,spatial_ref,clim_year,mean
6.375,44.125,0,2026,0.12579532
6.375,44.375,0,2026,0.1384914
6.375,44.625,0,2026,0.041984472
6.375,44.875,0,2026,0.05032481
6.375,45.125,0,2026,0.02389767
6.375,45.375,0,2026,0.0206954
6.375,45.625,0,2026,0.05792795
6.375,45.875,0,2026,0.13903265
6.375,46.125,0,2026,0.21000345
6.375,46.375,0,2026,0.43505493
6.375,46.625,0,2026,
6.375,46.875,0,2026,
6.375,47.125,0,2026,
6.375,47.375,0,2026,
6.375,47.625,0,2026,
6.375,47.875,0,2026,
6.625,33.125,0,2026,
6.625,33.375,0,2026,
6.625,33.625,0,2026,
6.625,33.875,0,2026,
6.625,34.125,0,2026,
6.625,34.375,0,2026,
6.625,34.625,0,2026,56.727245
6.625,34.875,0,2026,59.600826
6.625,35.125,0,2026,66.11803
6.625,35.375,0,2026,63.99125
6.625,35.625,0,2026,65.00833
6.625,35.875,0,2026,62.309784
6.625,36.125,0,2026,61.660107
6.625,36.375,0,2026,76.11851
6.625,36.625,0,2026,83.3502
6.625,36.875,0,2026,89.50516
6.625,37.125,0,2026,85.20306
6.625,37.375,0,2026,80.34374
6.625,37.625,0,2026,75.27744
6.625,37.875,0,2026,60.07064
6.625,38.125,0,2026,63.732376
6.625,38.375,0,2026,78.34421
6.625,38.625,0,2026,88.327675
6.625,38.875,0,2026,85.01667
6.625,39.125,0,2026,65.29186
6.625,39.375,0,2026,45.28958
6.625,39.625,0,2026,27.510475
6.625,39.875,0,2026,20.483091
6.625,40.125,0,2026,11.379489
6.625,40.375,0,2026,8.627008
6.625,40.625,0,2026,7.4660735
6.625,40.875,0,2026,5.78234
6.625,41.125,0,2026,3.4021502
6.625,41.375,0,2026,2.2029727
6.625,41.625,0,2026,0.9727058
6.625,41.875,0,2026,0.7754268
6.625,42.125,0,2026,0.5567548
6.625,42.375,0,2026,0.45869666
6.625,42.625,0,2026,0.29762945
6.625,42.875,0,2026,0.2164419
6.625,43.125,0,2026,0.23946
6.625,43.375,0,2026,0.3689903
6.625,43.625,0,2026,0.40784374
6.625,43.875,0,2026,0.36591733
6.625,44.125,0,2026,0.22233318
6.625,44.375,0,2026,0.08950675
6.625,44.625,0,2026,0.09483266
6.625,44.875,0,2026,0.07979198
6.625,45.125,0,2026,0.029692072
6.625,45.375,0,2026,0.026599253
6.625,45.625,0,2026,0.05044912
6.625,45.875,0,2026,0.06386756
6.625,46.125,0,2026,0.15865052
6.625,46.375,0,2026,0.37860826
6.625,46.625,0,2026,0.35667446
6.625,46.875,0,2026,
6.625,47.125,0,2026,
6.625,47.375,0,2026,
6.625,47.625,0,2026,
6.625,47.875,0,2026,
6.875,33.125,0,2026,
6.875,33.375,0,2026,
6.875,33.625,0,2026,
6.875,33.875,0,2026,
6.875,34.125,0,2026,
6.875,34.375,0,2026,61.980694
6.875,34.625,0,2026,68.00195
6.875,34.875,0,2026,89.744606
6.875,35.125,0,2026,101.453606
6.875,35.375,0,2026,94.703964
6.875,35.625,0,2026,98.586525
6.875,35.875,0,2026,85.906975
6.875,36.125,0,2026,90.35328
6.875,36.375,0,2026,96.34926
6.875,36.625,0,2026,100.12292
6.875,36.875,0,2026,108.44323
6.875,37.125,0,2026,106.843925
6.875,37.375,0,2026,98.98848
6.875,37.625,0,2026,99.925995
6.875,37.875,0,2026,81.956474
6.875,38.125,0,2026,74.99338
6.875,38.375,0,2026,80.726974
6.875,38.625,0,2026,87.83627
6.875,38.875,0,2026,74.33207
6.875,39.125,0,2026,65.7864
6.875,39.375,0,2026,52.792793
6.875,39.625,0,2026,41.783363
6.875,39.875,0,2026,34.105316
6.875,40.125,0,2026,17.334768
6.875,40.375,0,2026,11.063388
6.875,40.625,0,2026,7.4379907
6.875,40.875,0,2026,6.056118
6.875,41.125,0,2026,4.563932
6.875,41.375,0,2026,2.9942951
6.875,41.625,0,2026,2.0276465
6.875,41.875,0,2026,0.9199819
6.875,42.125,0,2026,0.62323785
6.875,42.375,0,2026,0.49390802
6.875,42.625,0,2026,0.6060015
6.875,42.875,0,2026,0.4145122
6.875,43.125,0,2026,0.32084382
6.875,43.375,0,2026,0.13019428
6.875,43.625,0,2026,0.25111628
6.875,43.875,0,2026,0.38088495
6.875,44.125,0,2026,0.3816938
6.875,44.375,0,2026,0.2469054
6.875,44.625,0,2026,0.15549386
6.875,44.875,0,2026,0.07039628
6.875,45.125,0,2026,0.072687976
6.875,45.375,0,2026,0.07532156
6.875,45.625,0,2026,0.14198275
6.875,45.875,0,2026,0.06670435
6.875,46.125,0,2026,0.105416946
6.875,46.375,0,2026,0.21098387
6.875,46.625,0,2026,0.47740164
6.875,46.875,0,2026,0.718806
6.875,47.125,0,2026,
6.875,47.375,0,2026,
6.875,47.625,0,2026,
6.875,47.875,0,2026,
7.125,33.125,0,2026,
7.125,33.375,0,2026,
7.125,33.625,0,2026,
7.125,33.875,0,2026,
7.125,34.125,0,2026,57.889584
7.125,34.375,0,2026,64.68706
7.125,34.625,0,2026,73.35004
7.125,34.875,0,2026,85.68437
7.125,35.125,0,2026,95.37647
7.125,35.375,0,2026,107.44007
7.125,35.625,0,2026,109.01091
7.125,35.875,0,2026,104.440636
7.125,36.125,0,2026,123.47411
7.125,36.375,0,2026,136.7714
7.125,36.625,0,2026,134.8029
7.125,36.875,0,2026,132.6995
7.125,37.125,0,2026,131.89395
7.125,37.375,0,2026,115.64951
7.125,37.625,0,2026,104.76591
7.125,37.875,0,2026,91.88132
7.125,38.125,0,2026,78.20702
7.125,38.375,0,2026,83.31947
7.125,38.625,0,2026,83.56938
7.125,38.875,0,2026,77.3376
7.125,39.125,0,2026,62.92668
7.125,39.375,0,2026,50.589405
7.125,39.625,0,2026,50.618298
7.125,39.875,0,2026,38.37932
7.125,40.125,0,2026,26.602371
7.125,40.375,0,2026,14.443338
7.125,40.625,0,2026,9.169779
7.125,40.875,0,2026,7.1946297
7.125,41.125,0,2026,6.26789
7.125,41.375,0,2026,4.4157896
7.125,41.625,0,2026,2.2193298
7.125,41.875,0,2026,1.4106096
7.125,42.125,0,2026,0.5397364
7.125,42.375,0,2026,0.83404374
7.125,42.625,0,2026,1.9496044
7.125,42.875,0,2026,0.90606236
7.125,43.125,0,2026,0.94039065
7.125,43.375,0,2026,0.9017868
7.125,43.625,0,2026,1.0385169
7.125,43.875,0,2026,0.73622495
7.125,44.125,0,2026,0.4299626
7.125,44.375,0,2026,0.4705311
7.125,44.625,0,2026,0.4258065
7.125,44.875,0,2026,0.21044177
7.125,45.125,0,2026,0.10476771
7.125,45.375,0,2026,0.17167631
7.125,45.625,0,2026,0.22618888
7.125,45.875,0,2026,0.09715918
7.125,46.125,0,2026,0.078413226
7.125,46.375,0,2026,0.16979137
7.125,46.625,0,2026,0.33216432
7.125,46.875,0,2026,0.4756675
7.125,47.125,0,2026,0.30477512
7.125,47.375,0,2026,
7.125,47.625,0,2026,
7.125,47.875,0,2026,
7.375,33.125,0,2026,
7.375,33.375,0,2026,
7.375,33.625,0,2026,
7.375,33.875,0,2026,51.345947
7.375,34.125,0,2026,58.11217
7.375,34.375,0,2026,64.80407
7.375,34.625,0,2026,74.572784
7.375,34.875,0,2026,91.573906
7.375,35.125,0,2026,108.036026
7.375,35.375,0,2026,140.83441
7.375,35.625,0,2026,142.96129
7.375,35.875,0,2026,133.63039
7.375,36.125,0,2026,148.89503
7.375,36.375,0,2026,159.82979
7.375,36.625,0,2026,160.3375
7.375,36.875,0,2026,176.03159
7.375,37.125,0,2026,163.11905
7.375,37.375,0,2026,131.52335
7.375,37.625,0,2026,114.73513
7.375,37.875,0,2026,97.10038
7.375,38.125,0,2026,77.333435
7.375,38.375,0,2026,86.43913
7.375,38.625,0,2026,84.632614
7.375,38.875,0,2026,86.02643
7.375,39.125,0,2026,81.17947
7.375,39.375,0,2026,65.66454
7.375,39.625,0,2026,50.966476
7.375,39.875,0,2026,42.089054
7.375,40.125,0,2026,37.784695
7.375,40.375,0,2026,21.460505
7.375,40.625,0,2026,13.20659
7.375,40.875,0,2026,9.391516
7.375,41.125,0,2026,7.8752327
7.375,41.375,0,2026,5.5011616
7.375,41.625,0,2026,3.608252
7.375,41.875,0,2026,3.1332974
7.375,42.125,0,2026,1.80316
7.375,42.375,0,2026,1.5155845
7.375,42.625,0,2026,2.0077229
7.375,42.875,0,2026,2.308274
7.375,43.125,0,2026,2.7802713
7.375,43.375,0,2026,3.5886717
7.375,43.625,0,2026,2.9143143
7.375,43.875,0,2026,1.1586525
7.375,44.125,0,2026,0.69637656
7.375,44.375,0,2026,1.0193524
7.375,44.625,0,2026,0.82949144
7.375,44.875,0,2026,0.5606971
7.375,45.125,0,2026,0.4281007
7.375,45.375,0,2026,0.40914196
7.375,45.625,0,2026,0.25889003
7.375,45.875,0,2026,0.20929727
7.375,46.125,0,2026,0.14414376
7.375,46.375,0,2026,0.23551732
7.375,46.625,0,2026,0.19142464
7.375,46.875,0,2026,0.18045641
7.375,47.125,0,2026,0.18084335
7.375,47.375,0,2026,0.25494766
7.375,47.625,0,2026,
7.375,47.875,0,2026,
7.625,33.125,0,2026,
7.625,33.375,0,2026,54.15969
7.625,33.625,0,2026,51.00316
7.625,33.875,0,2026,52.170395
7.625,34.125,0,2026,58.036427
7.625,34.375,0,2026,68.41106
7.625,34.625,0,2026,85.1434
7.625,34.875,0,2026,102.30248
7.625,35.125,0,2026,135.7382
7.625,35.375,0,2026,179.17549
7.625,35.625,0,2026,177.01163
7.625,35.875,0,2026,176.19086
7.625,36.125,0,2026,182.99191
7.625,36.375,0,2026,190.97096
7.625,36.625,0,2026,201.0628
7.625,36.875,0,2026,197.33028
7.625,37.125,0,2026,183.47446
7.625,37.375,0,2026,165.89682
7.625,37.625,0,2026,123.468094
7.625,37.875,0,2026,108.71002
7.625,38.125,0,2026,104.33248
7.625,38.375,0,2026,97.15781
7.625,38.625,0,2026,87.553825
7.625,38.875,0,2026,92.00585
7.625,39.125,0,2026,84.5461
7.625,39.375,0,2026,74.03316
7.625,39.625,0,2026,55.32975
7.625,39.875,0,2026,49.764698
7.625,40.125,0,2026,38.696224
7.625,40.375,0,2026,23.09966
7.625,40.625,0,2026,16.440916
7.625,40.875,0,2026,10.868578
7.625,41.125,0,2026,8.357105
7.625,41.375,0,2026,6.915926
7.625,41.625,0,2026,5.0011234
7.625,41.875,0,2026,3.5588632
7.625,42.125,0,2026,3.134539
7.625,42.375,0,2026,3.8793738
7.625,42.625,0,2026,3.1273217
7.625,42.875,0,2026,3.1751032
7.625,43.125,0,2026,4.8888583
7.625,43.375,0,2026,6.169536
7.625,43.625,0,2026,4.4713426
7.625,43.875,0,2026,2.0856202
7.625,44.125,0,2026,1.6864891
7.625,44.375,0,2026,1.6892288
7.625,44.625,0,2026,1.6849028
7.625,44.875,0,2026,1.5653162
7.625,45.125,0,2026,0.93379843
7.625,45.375,0,2026,0.6240175
7.625,45.625,0,2026,0.3321331
7.625,45.875,0,2026,0.2231897
7.625,46.125,0,2026,0.3257118
7.625,46.375,0,2026,0.4510983
7.625,46.625,0,2026,0.36708435
7.625,46.875,0,2026,0.23893662
7.625,47.125,0,2026,0.20260502
7.625,47.375,0,2026,0.34537756
7.625,47.625,0,2026,0.4396349
7.625,47.875,0,2026,
7.875,33.125,0,2026,59.086422
7.875,33.375,0,2026,52.623116
7.875,33.625,0,2026,49.812653
7.875,33.875,0,2026,51.66288
7.875,34.125,0,2026,59.552383
7.875,34.375,0,2026,74.32603
7.875,34.625,0,2026,95.19886
7.875,34.875,0,2026,128.85088
7.875,35.125,0,2026,171.17116
7.875,35.375,0,2026,189.20041
7.875,35.625,0,2026,201.73871
7.875,35.875,0,2026,218.9312
7.875,36.125,0,2026,230.13126
7.875,36.375,0,2026,240.59969
7.875,36.625,0,2026,235.7434
7.875,36.875,0,2026,241.42842
7.875,37.125,0,2026,207.14294
7.875,37.375,0,2026,178.64148
7.875,37.625,0,2026,124.684265
7.875,37.875,0,2026,104.64478
7.875,38.125,0,2026,131.41664
7.875,38.375,0,2026,109.62626
7.875,38.625,0,2026,86.43154
7.875,38.875,0,2026,77.13643
7.875,39.125,0,2026,89.25897
7.875,39.375,0,2026,84.21032
7.875,39.625,0,2026,62.232567
7.875,39.875,0,2026,55.265312
7.875,40.125,0,2026,42.18794
7.875,40.375,0,2026,28.0197
7.875,40.625,0,2026,22.468027
7.875,40.875,0,2026,14.216427
7.875,41.125,0,2026,11.312403
7.875,41.375,0,2026,8.156699
7.875,41.625,0,2026,6.7587233
7.875,41.875,0,2026,5.0924506
7.875,42.125,0,2026,3.3343146
7.875,42.375,0,2026,4.42295
7.875,42.625,0,2026,4.9809065
7.875,42.875,0,2026,4.6041207
7.875,43.125,0,2026,5.8914795
7.875,43.375,0,2026,6.9519405
7.875,43.625,0,2026,6.5535364
7.875,43.875,0,2026,3.2239377
7.875,44.125,0,2026,3.1261115
7.875,44.375,0,2026,3.4045134
7.875,44.625,0,2026,2.9745595
7.875,44.875,0,2026,3.6346056
7.875,45.125,0,2026,2.9153717
7.875,45.375,0,2026,1.4833665
7.875,45.625,0,2026,0.68924814
7.875,45.875,0,2026,0.4965522
7.875,46.125,0,2026,0.5074337
7.875,46.375,0,2026,0.5309403
7.875,46.625,0,2026,0.44993657
7.875,46.875,0,2026,0.39497516
7.875,47.125,0,2026,0.53684556
7.875,47.375,0,2026,0.3537707
7.875,47.625,0,2026,0.47203976
7.875,47.875,0,2026,0.2272552
8.125,33.125,0,2026,62.831665
8.125,33.375,0,2026,58.558353
8.125,33.625,0,2026,55.328506
8.125,33.875,0,2026,55.8768
8.125,34.125,0,2026,56.25677
8.125,34.375,0,2026,72.98198
8.125,34.625,0,2026,93.08503
8.125,34.875,0,2026,124.184044
8.125,35.125,0,2026,172.47554
8.125,35.375,0,2026,210.67328
8.125,35.625,0,2026,230.97105
8.125,35.875,0,2026,242.37617
8.125,36.125,0,2026,274.40042
8.125,36.375,0,2026,291.40405
8.125,36.625,0,2026,277.39288
8.125,36.875,0,2026,271.34146
8.125,37.125,0,2026,219.07039
8.125,37.375,0,2026,177.65863
8.125,37.625,0,2026,146.35876
8.125,37.875,0,2026,150.5804
8.125,38.125,0,2026,149.00067
8.125,38.375,0,2026,125.30595
8.125,38.625,0,2026,98.95044
8.125,38.875,0,2026,79.9588
8.125,39.125,0,2026,73.62978
8.125,39.375,0,2026,72.62875
8.125,39.625,0,2026,69.00086
8.125,39.875,0,2026,64.50009
8.125,40.125,0,2026,47.14068
8.125,40.375,0,2026,30.984035
8.125,40.625,0,2026,24.955347
8.125,40.875,0,2026,20.252844
8.125,41.125,0,2026,15.452711
8.125,41.375,0,2026,10.637252
8.125,41.625,0,2026,9.073941
8.125,41.875,0,2026,8.6466255
8.125,42.125,0,2026,6.77527
8.125,42.375,0,2026,6.171252
8.125,42.625,0,2026,5.4202404
8.125,42.875,0,2026,5.794607
8.125,43.125,0,2026,5.9703436
8.125,43.375,0,2026,6.881699
8.125,43.625,0,2026,7.150401
8.125,43.875,0,2026,5.495187
8.125,44.125,0,2026,5.3797045
8.125,44.375,0,2026,4.9303617
8.125,44.625,0,2026,4.590912
8.125,44.875,0,2026,5.607478
8.125,45.125,0,2026,5.474939
8.125,45.375,0,2026,4.087111
8.125,45.625,0,2026,1.7298677
8.125,45.875,0,2026,1.1250644
8.125,46.125,0,2026,0.80285925
8.125,46.375,0,2026,0.45402333
8.125,46.625,0,2026,0.32336083
8.125,46.875,0,2026,0.36077482
8.125,47.125,0,2026,0.40203083
8.125,47.375,0,2026,0.1858979
8.125,47.625,0,2026,0.14735049
8.125,47.875,0,2026,0.32537556
8.375,33.125,0,2026,62.857075
8.375,33.375,0,2026,58.297398
8.375,33.625,0,2026,55.362274
8.375,33.875,0,2026,58.280495
8.375,34.125,0,2026,65.90382
8.375,34.375,0,2026,77.65706
8.375,34.625,0,2026,97.389755
8.375,34.875,0,2026,125.70102
8.375,35.125,0,2026,181.00682
8.375,35.375,0,2026,221.36488
8.375,35.625,0,2026,243.24245
8.375,35.875,0,2026,236.5936
8.375,36.125,0,2026,249.85014
8.375,36.375,0,2026,296.6832
8.375,36.625,0,2026,280.40826
8.375,36.875,0,2026,242.83398
8.375,37.125,0,2026,214.81715
8.375,37.375,0,2026,179.10942
8.375,37.625,0,2026,167.08392
8.375,37.875,0,2026,179.7601
8.375,38.125,0,2026,163.20741
8.375,38.375,0,2026,142.93144
8.375,38.625,0,2026,122.35038
8.375,38.875,0,2026,107.53176
8.375,39.125,0,2026,77.05688
8.375,39.375,0,2026,57.908913
8.375,39.625,0,2026,56.20726
8.375,39.875,0,2026,60.68726
8.375,40.125,0,2026,49.644516
8.375,40.375,0,2026,31.67093
8.375,40.625,0,2026,23.794867
8.375,40.875,0,2026,20.78481
8.375,41.125,0,2026,17.684803
8.375,41.375,0,2026,12.8221445
8.375,41.625,0,2026,12.001068
8.375,41.875,0,2026,12.004483
8.375,42.125,0,2026,10.7313795
8.375,42.375,0,2026,9.883179
8.375,42.625,0,2026,7.9284863
8.375,42.875,0,2026,7.326326
8.375,43.125,0,2026,7.1140337
8.375,43.375,0,2026,7.677127
8.375,43.625,0,2026,7.9366503
8.375,43.875,0,2026,6.586667
8.375,44.125,0,2026,5.90523
8.375,44.375,0,2026,5.216799
8.375,44.625,0,2026,6.5289936
8.375,44.875,0,2026,7.5027246
8.375,45.125,0,2026,6.414462
8.375,45.375,0,2026,4.3351655
8.375,45.625,0,2026,2.7120674
8.375,45.875,0,2026,2.1103694
8.375,46.125,0,2026,1.37438
8.375,46.375,0,2026,0.9518476
8.375,46.625,0,2026,
8.375,46.875,0,2026,
8.375,47.125,0,2026,
8.375,47.375,0,2026,
8.375,47.625,0,2026,
8.375,47.875,0,2026,
8.625,33.125,0,2026,
8.625,33.375,0,2026,
8.625,33.625,0,2026,
8.625,33.875,0,2026,
8.625,34.125,0,2026,72.62625
8.625,34.375,0,2026,91.328064
8.625,34.625,0,2026,147.00731
8.625,34.875,0,2026,166.09012
8.625,35.125,0,2026,196.08937
8.625,35.375,0,2026,248.08878
8.625,35.625,0,2026,282.26022
8.625,35.875,0,2026,280.15057
8.625,36.125,0,2026,274.834
8.625,36.375,0,2026,287.52686
8.625,36.625,0,2026,281.43668
8.625,36.875,0,2026,243.48187
8.625,37.125,0,2026,223.9229
8.625,37.375,0,2026,208.72133
8.625,37.625,0,2026,209.22537
8.625,37.875,0,2026,195.888
8.625,38.125,0,2026,171.26251
8.625,38.375,0,2026,144.68532
8.625,38.625,0,2026,128.88792
8.625,38.875,0,2026,121.86237
8.625,39.125,0,2026,92.511505
8.625,39.375,0,2026,58.10979
8.625,39.625,0,2026,34.899628
8.625,39.875,0,2026,32.040894
8.625,40.125,0,2026,38.607914
8.625,40.375,0,2026,34.97007
8.625,40.625,0,2026,28.785423
8.625,40.875,0,2026,25.334871
8.625,41.125,0,2026,21.10735
8.625,41.375,0,2026,17.843367
8.625,41.625,0,2026,16.710402
8.625,41.875,0,2026,16.60092
8.625,42.125,0,2026,15.472158
8.625,42.375,0,2026,12.864899
8.625,42.625,0,2026,11.574331
8.625,42.875,0,2026,10.719025
8.625,43.125,0,2026,9.700983
8.625,43.375,0,2026,9.004424
8.625,43.625,0,2026,8.888516
8.625,43.875,0,2026,7.203266
8.625,44.125,0,2026,6.452676
8.625,44.375,0,2026,6.0724993
8.625,44.625,0,2026,7.025943
8.625,44.875,0,2026,7.069937
8.625,45.125,0,2026,5.966764
8.625,45.375,0,2026,3.9569917
8.625,45.625,0,2026,3.4801006
8.625,45.875,0,2026,
8.625,46.125,0,2026,
8.625,46.375,0,2026,
8.625,46.625,0,2026,
8.625,46.875,0,2026,
8.625,47.125,0,2026,
8.625,47.375,0,2026,
8.625,47.625,0,2026,
8.625,47.875,0,2026,
8.875,33.125,0,2026,
8.875,33.375,0,2026,
8.875,33.625,0,2026,
8.875,33.875,0,2026,
8.875,34.125,0,2026,90.73975
8.875,34.375,0,2026,112.259186
8.875,34.625,0,2026,178.93048
8.875,34.875,0,2026,216.85822
8.875,35.125,0,2026,248.68597
8.875,35.375,0,2026,271.15472
8.875,35.625,0,2026,308.0296
8.875,35.875,0,2026,303.50485
8.875,36.125,0,2026,278.22092
8.875,36.375,0,2026,309.58066
8.875,36.625,0,2026,314.29755
8.875,36.875,0,2026,237.17885
8.875,37.125,0,2026,214.41489
8.875,37.375,0,2026,201.30162
8.875,37.625,0,2026,192.87816
8.875,37.875,0,2026,153.50766
8.875,38.125,0,2026,146.5556
8.875,38.375,0,2026,135.56381
8.875,38.625,0,2026,122.088905
8.875,38.875,0,2026,110.09172
8.875,39.125,0,2026,81.56057
8.875,39.375,0,2026,54.1898
8.875,39.625,0,2026,24.218767
8.875,39.875,0,2026,15.330797
8.875,40.125,0,2026,17.287748
8.875,40.375,0,2026,32.58952
8.875,40.625,0,2026,33.177483
8.875,40.875,0,2026,28.175575
8.875,41.125,0,2026,25.195732
8.875,41.375,0,2026,22.458227
8.875,41.625,0,2026,23.464348
8.875,41.875,0,2026,22.737251
8.875,42.125,0,2026,20.678259
8.875,42.375,0,2026,15.876168
8.875,42.625,0,2026,14.624376
8.875,42.875,0,2026,13.892738
8.875,43.125,0,2026,12.186014
8.875,43.375,0,2026,11.092642
8.875,43.625,0,2026,9.554621
8.875,43.875,0,2026,7.312063
8.875,44.125,0,2026,6.579275
8.875,44.375,0,2026,6.2017937
8.875,44.625,0,2026,6.254711
8.875,44.875,0,2026,5.7976613
8.875,45.125,0,2026,
8.875,45.375,0,2026,
8.875,45.625,0,2026,
8.875,45.875,0,2026,
8.875,46.125,0,2026,
8.875,46.375,0,2026,
8.875,46.625,0,2026,
8.875,46.875,0,2026,
8.875,47.125,0,2026,
8.875,47.375,0,2026,
8.875,47.625,0,2026,
8.875,47.875,0,2026,
9.125,33.125,0,2026,
9.125,33.375,0,2026,
9.125,33.625,0,2026,
9.125,33.875,0,2026,
9.125,34.125,0,2026,101.23343
9.125,34.375,0,2026,140.8226
9.125,34.625,0,2026,185.38095
9.125,34.875,0,2026,221.8875
9.125,35.125,0,2026,271.3583
9.125,35.375,0,2026,301.30118
9.125,35.625,0,2026,328.28046
9.125,35.875,0,2026,323.56055
9.125,36.125,0,2026,304.10623
9.125,36.375,0,2026,347.09863
9.125,36.625,0,2026,353.75854
9.125,36.875,0,2026,255.72577
9.125,37.125,0,2026,202.90347
9.125,37.375,0,2026,179.85089
9.125,37.625,0,2026,155.84827
9.125,37.875,0,2026,144.73944
9.125,38.125,0,2026,142.85156
9.125,38.375,0,2026,139.09894
9.125,38.625,0,2026,125.85921
9.125,38.875,0,2026,102.50313
9.125,39.125,0,2026,73.53842
9.125,39.375,0,2026,50.570786
9.125,39.625,0,2026,28.801702
9.125,39.875,0,2026,14.563878
9.125,40.125,0,2026,12.148992
9.125,40.375,0,2026,20.034067
9.125,40.625,0,2026,25.846016
9.125,40.875,0,2026,29.685354
9.125,41.125,0,2026,31.917326
9.125,41.375,0,2026,29.336975
9.125,41.625,0,2026,27.448101
9.125,41.875,0,2026,25.40986
9.125,42.125,0,2026,25.523159
9.125,42.375,0,2026,18.549746
9.125,42.625,0,2026,15.774303
9.125,42.875,0,2026,14.941285
9.125,43.125,0,2026,15.547245
9.125,43.375,0,2026,14.497479
9.125,43.625,0,2026,12.865462
9.125,43.875,0,2026,9.733984
9.125,44.125,0,2026,7.8749523
9.125,44.375,0,2026,
9.125,44.625,0,2026,
9.125,44.875,0,2026,
9.125,45.125,0,2026,
9.125,45.375,0,2026,
9.125,45.625,0,2026,
9.125,45.875,0,2026,
9.125,46.125,0,2026,
9.125,46.375,0,2026,
9.125,46.625,0,2026,
9.125,46.875,0,2026,
9.125,47.125,0,2026,
9.125,47.375,0,2026,
9.125,47.625,0,2026,
9.125,47.875,0,2026,
9.375,33.125,0,2026,
9.375,33.375,0,2026,
9.375,33.625,0,2026,
9.375,33.875,0,2026,
9.375,34.125,0,2026,106.94438
9.375,34.375,0,2026,160.39948
9.375,34.625,0,2026,199.7228
9.375,34.875,0,2026,219.36574
9.375,35.125,0,2026,258.66946
9.375,35.375,0,2026,299.70917
9.375,35.625,0,2026,319.75623
9.375,35.875,0,2026,288.94415
9.375,36.125,0,2026,280.96606
9.375,36.375,0,2026,299.06192
9.375,36.625,0,2026,299.94766
9.375,36.875,0,2026,277.65363
9.375,37.125,0,2026,233.97644
9.375,37.375,0,2026,164.13081
9.375,37.625,0,2026,160.54526
9.375,37.875,0,2026,158.82368
9.375,38.125,0,2026,143.27606
9.375,38.375,0,2026,133.49084
9.375,38.625,0,2026,120.27099
9.375,38.875,0,2026,91.56673
9.375,39.125,0,2026,62.546978
9.375,39.375,0,2026,44.305367
9.375,39.625,0,2026,31.557507
9.375,39.875,0,2026,16.678417
9.375,40.125,0,2026,10.994593
9.375,40.375,0,2026,12.987787
9.375,40.625,0,2026,18.410154
9.375,40.875,0,2026,22.343369
9.375,41.125,0,2026,25.13794
9.375,41.375,0,2026,23.409964
9.375,41.625,0,2026,23.380377
9.375,41.875,0,2026,24.106909
9.375,42.125,0,2026,26.0246
9.375,42.375,0,2026,19.439066
9.375,42.625,0,2026,17.229738
9.375,42.875,0,2026,16.129114
9.375,43.125,0,2026,17.866812
9.375,43.375,0,2026,16.415161
9.375,43.625,0,2026,13.532443
9.375,43.875,0,2026,
9.375,44.125,0,2026,
9.375,44.375,0,2026,
9.375,44.625,0,2026,
9.375,44.875,0,2026,
9.375,45.125,0,2026,
9.375,45.375,0,2026,
9.375,45.625,0,2026,
9.375,45.875,0,2026,
9.375,46.125,0,2026,
9.375,46.375,0,2026,
9.375,46.625,0,2026,
9.375,46.875,0,2026,
9.375,47.125,0,2026,
9.375,47.375,0,2026,
9.375,47.625,0,2026,
9.375,47.875,0,2026,
9.625,33.125,0,2026,
9.625,33.375,0,2026,
9.625,33.625,0,2026,
9.625,33.875,0,2026,
9.625,34.125,0,2026,117.616
9.625,34.375,0,2026,146.6937
9.625,34.625,0,2026,185.56863
9.625,34.875,0,2026,215.77357
9.625,35.125,0,2026,259.1974
9.625,35.375,0,2026,283.11652
9.625,35.625,0,2026,275.81152
9.625,35.875,0,2026,242.66934
9.625,36.125,0,2026,232.16632
9.625,36.375,0,2026,246.49261
9.625,36.625,0,2026,258.16016
9.625,36.875,0,2026,258.47958
9.625,37.125,0,2026,226.62265
9.625,37.375,0,2026,172.20374
9.625,37.625,0,2026,180.83684
9.625,37.875,0,2026,183.76645
9.625,38.125,0,2026,151.88118
9.625,38.375,0,2026,123.41431
9.625,38.625,0,2026,92.737595
9.625,38.875,0,2026,71.67907
9.625,39.125,0,2026,52.652794
9.625,39.375,0,2026,36.35612
9.625,39.625,0,2026,32.44976
9.625,39.875,0,2026,18.728542
9.625,40.125,0,2026,9.083595
9.625,40.375,0,2026,7.98924
9.625,40.625,0,2026,8.949011
9.625,40.875,0,2026,10.414602
9.625,41.125,0,2026,10.302869
9.625,41.375,0,2026,8.994961
9.625,41.625,0,2026,8.405115
9.625,41.875,0,2026,8.981865
9.625,42.125,0,2026,15.531275
9.625,42.375,0,2026,15.520466
9.625,42.625,0,2026,15.76813
9.625,42.875,0,2026,15.1351185
9.625,43.125,0,2026,15.777785
